method,cycle,C_uF,ESR_mOhm,Ctrue_uF,Rtrue_mOhm,sigmaC_uF,sigmaR_mOhm
RLS,816,100.812135899424,52.4112444554904,100,100,224.559117778391,23.5409348193853
RLS,820,100.92736217278,52.9475721848588,100,100,224.915979576753,23.5250760338679
RLS,824,101.06447096467,53.4708597753678,100,100,225.382404994837,23.5111345693517
RLS,828,101.175787814318,53.9821804671517,100,100,225.746204162603,23.4990500566965
RLS,832,101.286809423536,54.4834862071274,100,100,226.121524752606,23.4886466455388
RLS,836,101.400254125954,54.9731065951903,100,100,226.520702001309,23.4798250666044
RLS,840,101.514623790806,55.4563463285894,100,100,226.937013924477,23.4724056966195
RLS,844,101.673984316448,55.9209932830913,100,100,227.568168702489,23.4661733467108
RLS,848,101.788618124484,56.3758519838296,100,100,228.012082271741,23.460996145107
RLS,852,101.909015927807,56.828380655546,100,100,228.494167585949,23.4566568647789
RLS,856,101.999886416928,57.2711313856713,100,100,228.854978171833,23.4529553955064
RLS,860,102.06059255121,57.709590015697,100,100,229.090130882202,23.4496789066389
RLS,864,102.101027367568,58.1414409758939,100,100,229.24197485002,23.4466588435263
RLS,868,102.243219092169,58.5703050956254,100,100,229.856322102168,23.4436704150726
RLS,872,102.332180629194,58.9939742265423,100,100,230.234415301535,23.440530867684
RLS,876,102.404492344012,59.4129405053822,100,100,230.537295316628,23.4370942208013
RLS,880,102.498676022346,59.8311441698743,100,100,230.935840702792,23.4331930465156
RLS,884,102.576220877186,60.2456759269663,100,100,231.253823645308,23.4286820125825
RLS,888,102.688488424827,60.658893590351,100,100,231.719500894496,23.4233447457859
RLS,892,102.741313437865,61.0749218679165,100,100,231.905962766233,23.4171455488603
RLS,896,102.807975252386,61.4866885728278,100,100,232.141445228531,23.4099611545326
RLS,900,102.907148347104,61.8967169685064,100,100,232.508636975729,23.4016897990823
RLS,904,102.965222622949,62.3080325914595,100,100,232.67395230554,23.3922861657184
RLS,908,103.129729198373,62.7164610301298,100,100,233.303675512809,23.3817102742248
RLS,912,103.219533190832,63.1270127060437,100,100,233.578953854337,23.369947932332
RLS,916,103.320772169643,63.539060938224,100,100,233.890291023511,23.3569876850587
RLS,920,103.466069401305,63.9478710371845,100,100,234.386701781664,23.3428371196327
RLS,924,103.561310354833,64.3515230536325,100,100,234.643674773418,23.3276023660399
RLS,928,103.662201170977,64.7576353106246,100,100,234.91543896719,23.3112883924653
RLS,932,103.707173132663,65.1642875332745,100,100,234.925477181076,23.2939802356468
RLS,936,103.740722090679,65.56565160787,100,100,234.877933280875,23.2757905647674
RLS,940,103.797798969156,65.9636979084225,100,100,234.933734537484,23.2569128286497
RLS,944,103.907106548885,66.3614305587093,100,100,235.224543332037,23.2374163941389
RLS,948,103.998424598629,66.7521699398754,100,100,235.43472231355,23.2173898023692
RLS,952,104.050167148577,67.1384466417521,100,100,235.46808004846,23.1970020368265
RLS,956,104.136903400127,67.5229474198191,100,100,235.663223267697,23.1764767731454
RLS,960,104.226843546498,67.9036993801212,100,100,235.877007506271,23.1558851624071
RLS,964,104.372884541266,68.280573055157,100,100,236.349654454754,23.1354193621617
RLS,968,104.426144689218,68.6536534241169,100,100,236.407105925883,23.115292159098
RLS,972,104.449100508198,69.0225441813885,100,100,236.332266626161,23.0955527527891
RLS,976,104.440723876796,69.3830604205194,100,100,236.120757376188,23.0763137361934
RLS,980,104.554750367136,69.7383261801596,100,100,236.467905490581,23.0577838946759
RLS,984,104.574102035625,70.0888071350337,100,100,236.391191217303,23.0399969903154
RLS,988,104.569324636519,70.4289292869,100,100,236.209961703918,23.0230892783219
RLS,992,104.623671214446,70.7621904832208,100,100,236.30056761792,23.0071756285055
RLS,996,104.645393203181,71.0912206982635,100,100,236.248850688743,22.9922891764751
RLS,1000,104.676124416918,71.4117784098265,100,100,236.243412907414,22.978506906899
RLS,1004,104.723959548214,71.7242609919849,100,100,236.321840563282,22.9657921190126
RLS,1008,104.702940197478,72.0374831228733,100,100,236.097150695247,22.9542099415057
RLS,1012,104.734248058315,72.3418454062412,100,100,236.117105657427,22.9437438109077
RLS,1016,104.725787257592,72.6380045998868,100,100,235.966973999706,22.9343290762027
RLS,1020,104.76830757887,72.9262325897,100,100,236.057557510681,22.9259713356965
RLS,1024,104.833404804457,73.2103163662693,100,100,236.260998844846,22.9186200238936
RLS,1028,104.884590596588,73.4929929996998,100,100,236.413414761504,22.9122496850216
RLS,1032,104.879043078672,73.7687133838223,100,100,236.322115224891,22.9067302803633
RLS,1036,104.878987454423,74.0396463570963,100,100,236.267409075947,22.9020258714413
RLS,1040,104.949730035989,74.3061761649199,100,100,236.542886684523,22.8980442405343
RLS,1044,105.001050024901,74.5713860230294,100,100,236.741256282111,22.894634428766
RLS,1048,104.979326743918,74.8298034016281,100,100,236.618892927619,22.8917598143623
RLS,1052,105.04246379912,75.0819601267126,100,100,236.886342628005,22.8892332087266
RLS,1056,105.042003494877,75.3364268170134,100,100,236.872333735407,22.8870229179809
RLS,1060,105.083025776012,75.5850310114791,100,100,237.048453329399,22.8850237886919
RLS,1064,105.047399027754,75.8308435007202,100,100,236.87947341719,22.8830502583812
RLS,1068,105.099873054119,76.079682171172,100,100,237.106490883973,22.8811369232908
RLS,1072,105.097112729308,76.3230393821248,100,100,237.080701357401,22.8790268778637
RLS,1076,105.081235912864,76.564993225988,100,100,236.990724908593,22.8767176748295
RLS,1080,105.159753045108,76.8037214911458,100,100,237.319774455155,22.8740906876943
RLS,1084,105.134573874204,77.0446806255818,100,100,237.172959274258,22.8710887153453
RLS,1088,105.108754116956,77.2827683808239,100,100,237.014375688639,22.8676592759835
RLS,1092,105.136064909488,77.5176401439893,100,100,237.086290524001,22.8636709851322
RLS,1096,105.183953364851,77.7539389053606,100,100,237.241977446251,22.8591523310419
RLS,1100,105.182299537742,77.985527197735,100,100,237.165581902398,22.8540467635371
RLS,1104,105.20882903805,78.2196003319561,100,100,237.208583898389,22.8482796323692
RLS,1108,105.221664120044,78.4493130858004,100,100,237.182611469423,22.8419017182255
RLS,1112,105.277318473198,78.6801055637798,100,100,237.343789085519,22.8348231109509
RLS,1116,105.242054655007,78.9068838470781,100,100,237.090417039718,22.8271184082017
RLS,1120,105.199997939256,79.1321242447254,100,100,236.803086519809,22.8187519621236
RLS,1124,105.252149881518,79.3618912794481,100,100,236.937435010321,22.8098024916596
RLS,1128,105.240727829583,79.5829811386579,100,100,236.784368450322,22.8002878205356
RLS,1132,105.267135755291,79.8058725596914,100,100,236.800727421249,22.7902941494186
RLS,1136,105.278910975411,80.0231552945907,100,100,236.750777728853,22.7798741183603
RLS,1140,105.338513817,80.2408438604325,100,100,236.915756656167,22.7690924365068
RLS,1144,105.326364778051,80.4562640609669,100,100,236.75786432818,22.7580118016332
RLS,1148,105.374851103275,80.6701895179246,100,100,236.872609265026,22.7466630101966
RLS,1152,105.359078152591,80.8809339696272,100,100,236.697993463212,22.7351962649112
RLS,1156,105.331986622042,81.093688888278,100,100,236.471879212271,22.7236555338343
RLS,1160,105.254126972849,81.3005425267816,100,100,236.017262182884,22.7121504182583
RLS,1164,105.209423618192,81.5053658299045,100,100,235.710720076837,22.7007736662596
RLS,1168,105.214113176676,81.7076260864578,100,100,235.624810444634,22.6895402908228
RLS,1172,105.220953287792,81.9054060745109,100,100,235.547701511943,22.6785900561565
RLS,1176,105.144513035631,82.1015461692475,100,100,235.097750657117,22.6679692208254
RLS,1180,105.141062085424,82.2955522827893,100,100,234.97518395529,22.6577092524338
RLS,1184,105.129742338013,82.48762772849,100,100,234.818563577348,22.6479178973033
RLS,1188,105.153009949851,82.675797586728,100,100,234.818847868963,22.638686097581
RLS,1192,105.177263968617,82.8641278021734,100,100,234.826833027427,22.6299750657772
RLS,1196,105.154298801622,83.0446075474899,100,100,234.629199611298,22.6218653247143
RLS,1200,105.178209828846,83.2259897547595,100,100,234.6466556822,22.6143247993245
RLS,1204,105.240190354146,83.4074631225523,100,100,234.841196746915,22.6073974948497
RLS,1208,105.28238656474,83.5791338260296,100,100,234.955154085975,22.6011196644705
RLS,1212,105.281933581049,83.7518060229964,100,100,234.887562161693,22.5953943014217
RLS,1216,105.243270390276,83.9193292071425,100,100,234.658509014433,22.5902863326138
RLS,1220,105.252950851412,84.0867680120904,100,100,234.654018434384,22.5857290848974
RLS,1224,105.346091388659,84.2497961878241,100,100,235.030627635177,22.5817286074386
RLS,1228,105.361303780786,84.4129937044677,100,100,235.067556458963,22.5782105385671
RLS,1232,105.364980608321,84.5744622823379,100,100,235.060313504759,22.5751550203322
RLS,1236,105.402265369671,84.7338459980912,100,100,235.209201636675,22.5725362803567
RLS,1240,105.413396032801,84.8893135730067,100,100,235.245617869811,22.5702527460881
RLS,1244,105.399297296012,85.0413722455945,100,100,235.172971193219,22.568308417023
RLS,1248,105.427933266885,85.1919968565068,100,100,235.292761494755,22.5666312187167
RLS,1252,105.461510779846,85.3440680137123,100,100,235.43470290042,22.5650938292064
RLS,1256,105.47859050022,85.4951447223093,100,100,235.502194522228,22.5637547313462
RLS,1260,105.451146853129,85.6412437119809,100,100,235.368978660067,22.5624704049062
RLS,1264,105.473127381243,85.7863779108375,100,100,235.453242740135,22.5611738885661
RLS,1268,105.468646285942,85.9261708204821,100,100,235.41566360578,22.5598331022604
RLS,1272,105.511771081397,86.0696681434806,100,100,235.586626996883,22.5583917731627
RLS,1276,105.526734245101,86.2087557064862,100,100,235.627513293472,22.556843903298
RLS,1280,105.493547512608,86.3474025973154,100,100,235.44946963657,22.5550957131392
RLS,1284,105.412265136698,86.4872879747136,100,100,235.053153307376,22.5530963203415
RLS,1288,105.457709961494,86.6242871380148,100,100,235.218941000783,22.5508429351904
RLS,1292,105.425165043189,86.7562950840292,100,100,235.034309760905,22.548271284828
RLS,1296,105.406998743073,86.890393180105,100,100,234.911832194204,22.545413149839
RLS,1300,105.350367734948,87.0261275283614,100,100,234.61625921046,22.5422351785638
RLS,1304,105.382696104359,87.1566169046384,100,100,234.716011764624,22.5386104110853
RLS,1308,105.373581681741,87.2915399951216,100,100,234.63038139032,22.534615256795
RLS,1312,105.313402796168,87.422286907235,100,100,234.31679890746,22.5302388107991
RLS,1316,105.316621442189,87.5566457437957,100,100,234.284766922533,22.5255102241227
RLS,1320,105.241344927212,87.6849725000875,100,100,233.903144904916,22.5204580537992
RLS,1324,105.198480513121,87.8134406798176,100,100,233.664698640978,22.5150476053208
RLS,1328,105.183405611529,87.9443115944198,100,100,233.548521446646,22.5093800788363
RLS,1332,105.152842011881,88.0718364490778,100,100,233.361852856259,22.5034345555209
RLS,1336,105.150256409785,88.2002546696509,100,100,233.297432029101,22.4972813428074
RLS,1340,105.158414897708,88.3216326036293,100,100,233.277902811406,22.490904533306
RLS,1344,105.137370595471,88.4467347517715,100,100,233.125918119559,22.4844161445033
RLS,1348,105.08826560969,88.5676167234794,100,100,232.846628001873,22.4778496868145
RLS,1352,105.124771056871,88.6839019145646,100,100,232.943502668378,22.4712530732853
RLS,1356,105.058070831066,88.802162283884,100,100,232.580801766626,22.4646425907853
RLS,1360,105.05475193971,88.9218802405512,100,100,232.496271605352,22.4580353149026
RLS,1364,105.097524651259,89.0344160268047,100,100,232.614431652088,22.4515491606837
RLS,1368,105.143673229573,89.149813082901,100,100,232.746934516838,22.4452026483056
RLS,1372,105.075768817787,89.2634592764674,100,100,232.374784694177,22.4390201201128
RLS,1376,105.037416966616,89.3777865056522,100,100,232.134778105342,22.4329999983325
RLS,1380,104.987199557338,89.4899147911264,100,100,231.845130917822,22.4272496023917
RLS,1384,104.955229300352,89.60071437317,100,100,231.639538065805,22.4217689357622
RLS,1388,104.952849860833,89.7126913368997,100,100,231.569059522534,22.4165491230241
RLS,1392,104.91208347731,89.8191938271988,100,100,231.334160504468,22.4116861705027
RLS,1396,104.910574856596,89.9232531696527,100,100,231.278186635869,22.4071184958374
RLS,1400,104.904748008278,90.0270112128339,100,100,231.20907659523,22.4029092377913
KF,700,100.040863269776,49.8398538052456,100,50,0.225480520548254,0.154666662062261
KF,704,100.031383882412,49.9964614302796,100,50,0.225125516513107,0.154508240966621
KF,708,100.054425226909,49.9304029402579,100,50,0.22475370838815,0.154305507967152
KF,712,100.057555474907,50.1035933295084,100,50,0.224291310225105,0.154063902875106
KF,716,100.044325209277,50.1748921229341,100,50,0.223753170475814,0.153781497559754
KF,720,100.054497286143,50.1055236816764,100,50,0.22331671147735,0.153495896996389
KF,724,100.07793347234,50.0657870626812,100,50,0.22293525378657,0.153173638369463
KF,728,100.075692044124,49.9242523376555,100,50,0.222435206135361,0.152830184161895
KF,732,100.049113002594,49.8330327332221,100,50,0.221823220088873,0.152478981795095
KF,736,100.053850447468,50.0629505192086,100,50,0.221346831546244,0.152124282528503
KF,740,100.029025158053,50.0231517620995,100,50,0.220737176662325,0.151770230389049
KF,744,100.042588883981,50.1104543039507,100,50,0.220295433439542,0.151424796757539
KF,748,100.015923595768,49.920328122618,100,50,0.219676048689077,0.151091422336297
KF,752,100.049479976387,50.1190372097304,100,50,0.219322056940265,0.150773174377104
KF,756,100.052825124921,49.982331853912,100,50,0.218837288753406,0.150487512524982
KF,760,100.084238007974,50.1367896592227,100,50,0.218478266461519,0.150220197800364
KF,764,100.074041395038,50.1875688148924,100,50,0.217941650478245,0.149972481516986
KF,768,100.08683746307,50.1189443699597,100,50,0.217510350716315,0.149751078424722
KF,772,100.095478124457,50.1257338613169,100,50,0.217066592425549,0.149592916665286
KF,776,100.104535053405,50.2081914852831,100,50,0.216795021344269,0.149451072613685
KF,780,100.085276915424,50.0933706851241,100,50,0.216241209992606,0.149349942161928
KF,784,100.055280983656,50.0407627080405,100,50,0.21564770147072,0.149296437800252
KF,788,100.052701336873,50.0014420182273,100,50,0.215178675643566,0.149270527494658
KF,792,100.066882349876,50.2003604414219,100,50,0.214787305495282,0.149286264502756
KF,796,100.073384925047,50.1623886171652,100,50,0.214368054411943,0.149344810690519
KF,800,100.086861362063,50.0352547964591,100,100,0.213983315962286,0.165307030669002
KF,804,100.131154803622,50.0352547964591,100,100,0.213892596844992,0.21754634997766
KF,808,100.180388140818,50.0352547964591,100,100,0.213828587966051,0.259473340419787
KF,812,100.242479075579,50.0352547964591,100,100,0.213824854027271,0.295510430253489
KF,816,100.275658840599,50.0352547964591,100,100,0.213853194409253,0.32760710369069
KF,820,100.338603475631,50.0352547964591,100,100,0.213713844779126,0.356828270164518
KF,824,100.384091481258,50.0352547964591,100,100,0.213654542081575,0.383831231648237
KF,828,100.446959398616,50.0352547964591,100,100,0.213529217276385,0.409055515044844
KF,832,100.51052395718,50.0352547964591,100,100,0.213414796306787,0.432812216080603
KF,836,100.575805062661,50.0352547964591,100,100,0.213315618066409,0.455331104130393
KF,840,100.642296141682,50.0352547964591,100,100,0.213229425196955,0.476787598820064
KF,844,100.678838635707,50.0352547964591,100,100,0.21329985650473,0.497319227849278
KF,848,100.718694191844,50.0352547964591,100,100,0.213250881894155,0.517036182862092
KF,852,100.76502284343,50.0352547964591,100,100,0.21323435294171,0.536028370880313
KF,856,100.823634806594,50.0352547964591,100,100,0.213141030028627,0.554370286350741
KF,860,100.868305874821,50.0352547964591,100,100,0.212995107776235,0.572124474558293
KF,864,100.904098562244,50.0352547964591,100,100,0.212817243307376,0.589344054342285
KF,868,100.960285150377,50.0352547964591,100,100,0.21285937456795,0.606074594739462
KF,872,101.019914333561,50.0352547964591,100,100,0.212788588242604,0.622355536963079
KF,876,101.044946177067,50.0352547964591,100,100,0.212702771067022,0.638221289513757
KF,880,101.058412319093,50.0352547964591,100,100,0.21269642463092,0.653702083818465
KF,884,101.114961940021,50.0352547964591,100,100,0.212611919355672,0.668824651451038
KF,888,101.18819977426,50.0352547964591,100,100,0.212595466864074,0.683612766402591
KF,892,101.208110181697,50.0352547964591,100,100,0.212482154296237,0.698087683882621
KF,896,101.239209911478,50.0352547964591,100,100,0.21241276826477,0.712268498804069
KF,900,101.308633808339,50.0352547964591,100,100,0.21236690454129,0.726172441220818
KF,904,101.360045357185,50.0352547964591,100,100,0.212240391925271,0.739815121762594
KF,908,101.391161662104,50.0352547964591,100,100,0.212296790370137,0.753210737037519
KF,912,101.424816036797,50.0352547964591,100,100,0.212221092428413,0.766372242704942
KF,916,101.465236057132,50.0352547964591,100,100,0.212168920180261,0.779311500228632
KF,920,101.501275243296,50.0352547964591,100,100,0.212235910077564,0.79203940204298
KF,924,101.534170206441,50.0352547964591,100,100,0.212145266976531,0.804565978890856
KF,928,101.611420675937,50.0352547964591,100,100,0.212093550139274,0.816900492341999
KF,932,101.664258175787,50.0352547964591,100,100,0.211938171065955,0.829051514918464
KF,936,101.712539701329,50.0352547964591,100,100,0.211763190763285,0.841026999797629
KF,940,101.771748806886,50.0352547964591,100,100,0.211634177254187,0.852834341703358
KF,944,101.823490889701,50.0352547964591,100,100,0.211619179252103,0.86448043030979
KF,948,101.875037996236,50.0352547964591,100,100,0.211604063677924,0.87597169725317
KF,952,101.933821615989,50.0352547964591,100,100,0.211477055342409,0.887314157662662
KF,956,102.008766345368,50.0352547964591,100,100,0.211420184688898,0.898513446971496
KF,960,102.031446928151,50.0352547964591,100,100,0.211434161186905,0.9095748536479
KF,964,102.052062120951,50.0352547964591,100,100,0.211582483616602,0.920503348385327
KF,968,102.114593317832,50.0352547964591,100,100,0.211479799680735,0.931303610209151
KF,972,102.136273684444,50.0352547964591,100,100,0.211352305721183,0.941980049888849
KF,976,102.172255158255,50.0352547964591,100,100,0.211146392681329,0.952536830987967
KF,980,102.213831467771,50.0352547964591,100,100,0.211245631851921,0.962977888836809
KF,984,102.239588813348,50.0352547964591,100,100,0.211141505592827,0.973306947673034
KF,988,102.278297543783,50.0352547964591,100,100,0.210954912821136,0.983527536161849
KF,992,102.342905140461,50.0352547964591,100,100,0.210878819469257,0.993643001479202
KF,996,102.393666249635,50.0352547964591,100,100,0.210749411357937,1.0036565221173
KF,1000,102.448670315264,50.0352547964591,100,100,0.210641456022682,1.01357111955136
KF,1004,102.510931743105,50.0352547964591,100,100,0.210567711495247,1.02338966888893
KF,1008,102.543311922578,50.0352547964591,100,100,0.210376012343925,1.03311490860823
KF,1012,102.573459968667,50.0352547964591,100,100,0.210312536613652,1.04274944947892
KF,1016,102.611412397883,50.0352547964591,100,100,0.21015351299562,1.0522957827477
KF,1020,102.671517284887,50.0352547964591,100,100,0.210091339332371,1.06175628766144
KF,1024,102.718732443714,50.0352547964591,100,100,0.210110716570488,1.07113323839222
KF,1028,102.755943185899,50.0352547964591,100,100,0.210093161439014,1.0804288104214
KF,1032,102.7954134864,50.0352547964591,100,100,0.209963767796569,1.08964508643347
KF,1036,102.836968845089,50.0352547964591,100,100,0.209849347191276,1.09878406176491
KF,1040,102.885624484395,50.0352547964591,100,100,0.209892430650966,1.10784764944851
KF,1044,102.949767948952,50.0352547964591,100,100,0.209881156826664,1.11683768488917
KF,1048,102.982549249724,50.0352547964591,100,100,0.209747059573035,1.12575593020361
KF,1052,103.026795360866,50.0352547964591,100,100,0.209783283125872,1.13460407825311
KF,1056,103.068603287379,50.0352547964591,100,100,0.209693395999883,1.14338375639529
KF,1060,103.128439165358,50.0352547964591,100,100,0.209679629568049,1.15209652997854
KF,1064,103.155225864214,50.0352547964591,100,100,0.209533342646534,1.16074390560045
KF,1068,103.196550026284,50.0352547964591,100,100,0.209564797238598,1.16932733414925
KF,1072,103.237793730977,50.0352547964591,100,100,0.209477679695951,1.1778482136458
KF,1076,103.273592367746,50.0352547964591,100,100,0.209368094807742,1.18630789190184
KF,1080,103.325488067017,50.0352547964591,100,100,0.209441148022413,1.19470766900886
KF,1084,103.358269143141,50.0352547964591,100,100,0.209315846081822,1.20304879967048
KF,1088,103.368164447107,50.0352547964591,100,100,0.209214696135989,1.21133249539034
KF,1092,103.423718134873,50.0352547964591,100,100,0.209176872169047,1.2195599265262
KF,1096,103.461122390291,50.0352547964591,100,100,0.209184011133348,1.22773222422016
KF,1100,103.505029302014,50.0352547964591,100,100,0.209094345191999,1.23585048221401
KF,1104,103.538911124899,50.0352547964591,100,100,0.209084889943244,1.24391575855787
KF,1108,103.566323148908,50.0352547964591,100,100,0.209047744393658,1.25192907721987
KF,1112,103.608165987495,50.0352547964591,100,100,0.209067362124072,1.2598914296036
KF,1116,103.639037394777,50.0352547964591,100,100,0.208918568906143,1.26780377597978
KF,1120,103.644706268703,50.0352547964591,100,100,0.208791167857283,1.27566704683808
KF,1124,103.687868532368,50.0352547964591,100,100,0.208815342984003,1.2834821441643
KF,1128,103.729453507434,50.0352547964591,100,100,0.208709595340912,1.29124994264805
KF,1132,103.76482365067,50.0352547964591,100,100,0.208703376276489,1.29897129082539
KF,1136,103.816590664061,50.0352547964591,100,100,0.208640018162296,1.30664701216074
KF,1140,103.866096256775,50.0352547964591,100,100,0.208691896798034,1.31427790607184
KF,1144,103.908348330434,50.0352547964591,100,100,0.208592022390842,1.32186474890156
KF,1148,103.976303433081,50.0352547964591,100,100,0.20859666375102,1.3294082948397
KF,1152,104.016823710065,50.0352547964591,100,100,0.208492345965348,1.33690927679801
KF,1156,104.052910085652,50.0352547964591,100,100,0.20837135028214,1.34436840724133
KF,1160,104.067236686243,50.0352547964591,100,100,0.208164334625737,1.35178637897731
KF,1164,104.095469495346,50.0352547964591,100,100,0.208014048791938,1.35916386590749
KF,1168,104.144562193893,50.0352547964591,100,100,0.207948169623283,1.36650152374177
KF,1172,104.172311992813,50.0352547964591,100,100,0.207919309585409,1.37379999067862
KF,1176,104.187135327329,50.0352547964591,100,100,0.207718070880556,1.38105988805286
KF,1180,104.232534612095,50.0352547964591,100,100,0.207640400054218,1.388281820953
KF,1184,104.274691570691,50.0352547964591,100,100,0.207551490910509,1.39546637880982
KF,1188,104.330883273344,50.0352547964591,100,100,0.207520589404914,1.40261413595778
KF,1192,104.366643443196,50.0352547964591,100,100,0.207530828911887,1.40972565217087
KF,1196,104.403552559439,50.0352547964591,100,100,0.207428110236951,1.4168014731742
KF,1200,104.414740078426,50.0352547964591,100,100,0.207463843955886,1.42384213113273
KF,1204,104.455179676066,50.0352547964591,100,100,0.207498891202789,1.43084814511834
KF,1208,104.519848969141,50.0352547964591,100,100,0.207515639571287,1.43782002155645
KF,1212,104.542496474713,50.0352547964591,100,100,0.207486139165451,1.44475825465321
KF,1216,104.573545030821,50.0352547964591,100,100,0.207377831637798,1.45166332680432
KF,1220,104.624306616855,50.0352547964591,100,100,0.207352329151146,1.45853570898644
KF,1224,104.64873743561,50.0352547964591,100,100,0.207453240489336,1.46537586113208
KF,1228,104.701877669919,50.0352547964591,100,100,0.207444426801634,1.47218423248878
KF,1232,104.750236391041,50.0352547964591,100,100,0.207420616695873,1.47896126196347
KF,1236,104.76389801321,50.0352547964591,100,100,0.207484583045006,1.48570737845263
KF,1240,104.79366132641,50.0352547964591,100,100,0.207502533617535,1.49242300115905
KF,1244,104.814157423277,50.0352547964591,100,100,0.207485252940889,1.49910853989582
KF,1248,104.872413568176,50.0352547964591,100,100,0.207508611753121,1.50576439537817
KF,1252,104.889057855711,50.0352547964591,100,100,0.207588041024126,1.51239095950372
KF,1256,104.943095472019,50.0352547964591,100,100,0.207595471347951,1.51898861562178
KF,1260,104.97905630888,50.0352547964591,100,100,0.20753190531042,1.52555773879214
KF,1264,105.013192419158,50.0352547964591,100,100,0.207570785817301,1.53209869603384
KF,1268,105.058235660329,50.0352547964591,100,100,0.20754233254856,1.53861184656449
KF,1272,105.098181165753,50.0352547964591,100,100,0.207603702488653,1.54509754203047
KF,1276,105.130180084664,50.0352547964591,100,100,0.207632472155046,1.55155612672845
KF,1280,105.164171144766,50.0352547964591,100,100,0.207558014002085,1.55798793781871
KF,1284,105.177763500069,50.0352547964591,100,100,0.20740292581291,1.56439330553048
KF,1288,105.222199612085,50.0352547964591,100,100,0.207480395559305,1.57077255335984
KF,1292,105.255477308423,50.0352547964591,100,100,0.207402498261413,1.57712599826031
KF,1296,105.295332726191,50.0352547964591,100,100,0.207350969502757,1.58345395082667
KF,1300,105.318922189501,50.0352547964591,100,100,0.207235930443083,1.58975671547208
KF,1304,105.35468517018,50.0352547964591,100,100,0.207280263297098,1.59603459059902
KF,1308,105.376294919562,50.0352547964591,100,100,0.207269521445398,1.60228786876409
KF,1312,105.397747313115,50.0352547964591,100,100,0.207147266286956,1.60851683683715
KF,1316,105.445627273044,50.0352547964591,100,100,0.207129806503252,1.61472177615482
KF,1320,105.461130131784,50.0352547964591,100,100,0.206986127419504,1.62090296266883
KF,1324,105.48984786307,50.0352547964591,100,100,0.206895110436243,1.62706066708915
KF,1328,105.530289424678,50.0352547964591,100,100,0.206850747537883,1.63319515502238
KF,1332,105.542317485619,50.0352547964591,100,100,0.206805539794308,1.63930668710543
KF,1336,105.587329733463,50.0352547964591,100,100,0.206779206002036,1.64539551913471
KF,1340,105.636661014368,50.0352547964591,100,100,0.206769828276474,1.65146190219108
KF,1344,105.673956681761,50.0352547964591,100,100,0.206713333008694,1.65750608276066
KF,1348,105.699641140873,50.0352547964591,100,100,0.206611425797403,1.66352830285168
KF,1352,105.738431111839,50.0352547964591,100,100,0.206671493193694,1.66952880010756
KF,1356,105.756981867478,50.0352547964591,100,100,0.206541082612615,1.67550780791633
KF,1360,105.801402030506,50.0352547964591,100,100,0.206511842093447,1.68146555551655
KF,1364,105.864463817262,50.0352547964591,100,100,0.20655587027937,1.68740226809987
