method,cycle,C_uF,ESR_mOhm,Ctrue_uF,Rtrue_mOhm,sigmaC_uF,sigmaR_mOhm
KF,1336,98.843652834337,49.8031470286324,80,50,0.222528590128733,0.151471871757551
KF,1340,98.8296349633339,49.811130472828,80,50,0.222455747492957,0.151392812393687
KF,1344,98.8145408627066,49.9066332697885,80,50,0.222378610076685,0.151325547627952
KF,1348,98.7908014834944,50.0680642184681,80,50,0.222263061191404,0.151263662464388
KF,1352,98.7908014834944,49.8613960013957,80,50,0.222434414051846,0.151216917961433
KF,1356,98.7743005388648,49.9976142840534,80,50,0.222351636998784,0.151172554263197
KF,1360,98.7743005388648,49.8525277837556,80,50,0.222522807286345,0.151138547419221
KF,1364,98.7743005388648,49.9501931614436,80,50,0.222693846006469,0.151108153199394
KF,1368,98.7743005388648,50.1437257430632,80,50,0.222864753462071,0.15109120901065
KF,1372,98.7743005388648,50.1494274824003,80,50,0.223035529954908,0.15107264939426
KF,1376,98.7473234971446,50.084127156612,80,50,0.222902810182524,0.151078966645515
KF,1380,98.7473234971446,49.9670473035906,80,50,0.223073371151574,0.151088763784878
KF,1384,98.7202352103401,50.054117169267,80,50,0.22293811524131,0.151110038170151
KF,1388,98.7045636882973,50.135732393696,80,50,0.222854040143965,0.151131962244991
KF,1392,98.7045636882973,50.1403168661044,80,50,0.223024343223634,0.151169603262903
KF,1396,98.7045636882973,49.920395127807,80,50,0.223194516357769,0.151215251502971
KF,1400,98.6820838964216,49.8690092442812,80,50,0.223077452789817,0.151263906713761
HYBRID,700,100.1209240524,50.056627444205,100,50,0.225534937550512,0.154660960734018
HYBRID,704,100.143627270946,50.2663829633112,100,50,0.225164894500228,0.154513713531783
HYBRID,708,100.14915118874,50.1043654528643,100,50,0.224717784887758,0.154296243931541
HYBRID,712,100.139057550795,50.021457198785,100,50,0.224199611030732,0.154051946161344
HYBRID,716,100.111577472805,50.0205274181062,100,50,0.223601632527435,0.153794588611738
HYBRID,720,100.06657782982,50.1109775555802,100,50,0.222922761436732,0.153489541020479
HYBRID,724,100.076505976581,49.9490596333459,100,50,0.222485255525586,0.153155621585242
HYBRID,728,100.100233057563,49.9856761343832,100,50,0.222104780609584,0.152825969387611
HYBRID,732,100.089762443918,49.9539696674277,100,50,0.22156841891819,0.152467964451933
HYBRID,736,100.054189311461,50.127117445766,100,50,0.220917953105256,0.152131200181229
HYBRID,740,100.052963903965,49.994175015577,100,50,0.220416844897008,0.151770651087166
HYBRID,744,100.050898845974,50.0911285333555,100,50,0.219910345568663,0.151427623591571
HYBRID,748,100.035314630692,49.9634634002499,100,50,0.219344041149486,0.151086084154593
HYBRID,752,100.027927408676,49.8709285828015,100,50,0.218814699017626,0.150779024596809
HYBRID,756,100.053061537693,50.0228277839519,100,50,0.218429486480055,0.1504783673349
HYBRID,760,100.047865607862,49.9886960520449,100,50,0.217914819828425,0.150214601168347
HYBRID,764,100.03813912299,50.0243933316962,100,50,0.217384883294518,0.149971996109344
HYBRID,768,100.031310278225,50.0118311163876,100,50,0.216872740556919,0.149761886549933
HYBRID,772,100.061344804074,49.9773946197903,100,50,0.216525979533115,0.149590671896837
HYBRID,776,100.062698606287,49.8758766391999,100,50,0.21606090793495,0.149445333849395
HYBRID,780,100.063592954001,50.0755508329715,100,50,0.215600035670655,0.149353448770308
HYBRID,784,100.067123235847,50.0345004279769,100,50,0.215156553901051,0.149292732391098
HYBRID,788,100.051528106114,50.0271095065448,100,50,0.214636949320547,0.149272195513895
HYBRID,792,100.028399607875,49.8302763390885,100,50,0.214090854937909,0.149279282558356
HYBRID,796,100.049822842039,50.0592839608454,100,50,0.213740747023356,0.149340440785113
HYBRID,800,100.048548699774,49.9152125102251,80,50,0.213454012515625,0.149438515076258
HYBRID,804,82.7447483958785,49.9586056620831,80,50,2.56332666266328,0.149548455007475
HYBRID,808,80.4541948426894,49.9378324468754,80,50,1.44605815312683,0.14970435467415
HYBRID,812,79.5953183682883,49.9591618692473,80,50,1.10346742257476,0.149881067159031
HYBRID,816,79.7246996060495,50.0500366228907,80,50,0.938121019111238,0.150060159525504
HYBRID,820,79.874257163757,49.9112460579209,80,50,0.831709960913699,0.150289079587234
HYBRID,824,79.9046470452438,49.9938873697345,80,50,0.753733765704517,0.15054223027636
HYBRID,828,79.4898434173836,49.8909684220059,80,50,0.686884259576322,0.150799499121798
HYBRID,832,79.3566347907459,49.9267693879949,80,50,0.638055887036615,0.151077446835972
HYBRID,836,79.4661520388927,49.8160308988731,80,50,0.601800488960484,0.151363482666317
HYBRID,840,79.6772575231767,49.9108595706718,80,50,0.573153952098812,0.15165236890968
HYBRID,844,79.6684052808421,49.7649424842588,80,50,0.546004124610611,0.151935583273635
HYBRID,848,79.620934909098,49.9024168658711,80,50,0.522114068797924,0.15221011680553
HYBRID,852,79.7845325866166,50.1253593313247,80,50,0.503901945644941,0.152488972662297
HYBRID,856,79.7517078183198,50.1023828050143,80,50,0.48554192524811,0.152744990940249
HYBRID,860,79.8822477586601,50.2558536510337,80,50,0.471083543434447,0.152970729116448
HYBRID,864,79.8893819846906,50.0642532742257,80,50,0.456725570447302,0.153167876824518
HYBRID,868,80.0568817370004,49.9980502234161,80,50,0.445479566192065,0.153348916001724
HYBRID,872,80.0866072112104,49.9943787674648,80,50,0.433760695860923,0.1534899398482
HYBRID,876,80.1025893587207,49.9582567707972,80,50,0.422823550853304,0.153594123718313
HYBRID,880,80.1270891856102,49.9850043482757,80,50,0.412766412659214,0.153655751390473
HYBRID,884,79.9410880360967,50.0544753198872,80,50,0.401271341865025,0.153693394693447
HYBRID,888,79.9806056488628,50.0386090590669,80,50,0.392675376884648,0.153680823325535
HYBRID,892,80.1046196057337,49.9632653399456,80,50,0.385402082603561,0.153651626052446
HYBRID,896,79.9923802372355,50.0071909201472,80,50,0.376322858304509,0.153581338759576
HYBRID,900,79.9996709104459,49.9980754770232,80,50,0.368817806408178,0.153471485205839
HYBRID,904,79.9820976139612,50.1833103190345,80,50,0.361477330144055,0.153344175253437
HYBRID,908,80.1372784881326,49.8827643078575,80,50,0.356041064800681,0.153205172595628
HYBRID,912,80.021902521326,49.9294663796815,80,50,0.348537471719007,0.153036639915562
HYBRID,916,80.0530268489898,49.9155088514059,80,50,0.342646319295058,0.15284090011089
HYBRID,920,79.9672610452056,49.8576131952625,80,50,0.336067633694424,0.152643206637565
HYBRID,924,79.9598460916766,49.9953274609232,80,50,0.330448836304818,0.152439418255967
HYBRID,928,80.1014087682604,49.9827422687785,80,50,0.326314605586998,0.152220093612447
HYBRID,932,80.0149663552376,50.0307954738003,80,50,0.320566758623482,0.152007732628888
HYBRID,936,80.0234389418886,49.9186908787857,80,50,0.315823691272254,0.151787166725018
HYBRID,940,80.1526834976041,50.0647268940345,80,50,0.312234351436992,0.151568742640138
HYBRID,944,80.190994322416,49.9139824197045,80,50,0.30811553649744,0.151355672503918
HYBRID,948,80.2301434214965,49.8679731648391,80,50,0.304174987103802,0.151146352471833
HYBRID,952,80.2291136629083,49.8595516057278,80,50,0.300090232498136,0.150959166730656
HYBRID,956,80.1955791350818,50.0540936386827,80,50,0.295914565694853,0.150792196394878
HYBRID,960,80.1292420563179,50.0859321015279,80,50,0.291640952338888,0.150625993031136
HYBRID,964,80.057160157358,50.0516942281834,80,50,0.287461813763867,0.150488743423745
HYBRID,968,80.0095338807289,49.9916586631217,80,50,0.28358330212849,0.150352614683969
HYBRID,972,79.9209304446329,49.8544825964112,80,50,0.279533696111105,0.150259265747437
HYBRID,976,79.8584417989805,49.9447233832189,80,50,0.275782071568422,0.150195403685292
HYBRID,980,79.8299235093326,50.092992033685,80,50,0.272372254502681,0.150137029927639
HYBRID,984,79.7758233478672,49.9666020010982,80,50,0.268892313300162,0.150133180798808
HYBRID,988,79.8130798951758,49.9121206434286,80,50,0.266127582931672,0.150141005933972
HYBRID,992,79.8434307367925,50.0406428139181,80,50,0.263410901957305,0.150177878307394
HYBRID,996,79.821055411944,50.0470661211309,80,50,0.260444673913364,0.150252049365111
HYBRID,1000,79.7849887754205,50.0120261379654,80,50,0.257492534996098,0.150336704935168
HYBRID,1004,79.8132945071918,50.0174356602613,80,50,0.255055905951759,0.150429455104472
HYBRID,1008,79.8297033531569,49.9428797845398,80,50,0.252638229691473,0.150563944828859
HYBRID,1012,79.864610344411,49.8845036906161,80,50,0.250430040965249,0.150713005337419
HYBRID,1016,79.8870760374996,49.9835065876886,80,50,0.248231907787371,0.150873590759844
HYBRID,1020,79.9088961830408,50.0069049257671,80,50,0.246114748390481,0.151053397035802
HYBRID,1024,79.955863314203,50.0521253529563,80,50,0.244230252207352,0.151216715401337
HYBRID,1028,79.9786931289817,49.9433315412757,80,50,0.24227034294724,0.151412321341575
HYBRID,1032,80.0064836827074,49.9037067807765,80,50,0.24040691155258,0.151597044523365
HYBRID,1036,79.9977912751512,50.0990868017158,80,50,0.238385481687733,0.151781444434872
HYBRID,1040,80.00788592802,50.0550810057682,80,50,0.236532146819121,0.151941813794058
HYBRID,1044,79.9614392784851,50.0062362650983,80,50,0.234396784052134,0.152112169103827
HYBRID,1048,79.9453772697731,50.0794033546694,80,50,0.23248763162572,0.152271213906499
HYBRID,1052,79.8865593749791,49.9899815531611,80,50,0.230374248371135,0.152407703490579
HYBRID,1056,79.8634582267157,50.2429060062836,80,50,0.228508559103226,0.152523547347944
HYBRID,1060,79.8088427446768,50.2492029284022,80,50,0.226502073164422,0.152650555237431
HYBRID,1064,79.8067496463068,50.0513639301538,80,50,0.224830486923964,0.152739594577095
HYBRID,1068,79.8458476607358,50.0042307611064,80,50,0.223423575025959,0.152807611911522
HYBRID,1072,79.864618738234,49.8910390351277,80,50,0.221934753908067,0.152867841436786
HYBRID,1076,79.8497690068164,49.955022666185,80,50,0.220293284957842,0.152898102306559
HYBRID,1080,79.8723089990877,50.0090021489075,80,50,0.219289407273595,0.152923206859153
HYBRID,1084,79.824620032071,49.8820055978565,80,50,0.21753143353017,0.152924907960842
HYBRID,1088,79.8309333454588,50.0087688013962,80,50,0.216105332036875,0.152906420956875
HYBRID,1092,79.8456566563914,50.0540552550285,80,50,0.214759462765769,0.15287096451777
HYBRID,1096,79.8810991088456,49.9250088321064,80,50,0.213557711469926,0.152810712376186
HYBRID,1100,79.8997988636363,49.7808201095124,80,50,0.212298023970744,0.152723628190738
HYBRID,1104,79.9183482792182,49.7326881704463,80,50,0.211067113997762,0.152637184640522
HYBRID,1108,79.9349870134611,49.7369008669646,80,50,0.209853883342192,0.152523405300283
HYBRID,1112,79.9452753525425,49.9341798627076,80,50,0.208632458764563,0.1523998535353
HYBRID,1116,79.9817940404637,50.043896139643,80,50,0.207569784065465,0.152270055747167
HYBRID,1120,79.956934650775,49.9886924523439,80,50,0.206208727308142,0.152143252878348
HYBRID,1124,79.9718855943952,50.0619143154303,80,50,0.205071090895843,0.151992005220865
HYBRID,1128,79.9543273336012,50.2713491559907,80,50,0.203782425447895,0.151836136010725
HYBRID,1132,79.9220482556812,49.9485931660334,80,50,0.202434235017657,0.151678201329348
HYBRID,1136,79.897399380323,49.8567450479891,80,50,0.201139057534964,0.151541576055983
HYBRID,1140,79.9298924646984,49.9598875172945,80,50,0.200144176883864,0.151395824393096
HYBRID,1144,79.9475419851572,49.9095203700901,80,50,0.199086124884008,0.151269756849466
HYBRID,1148,79.9731258875606,50.0320894922192,80,50,0.198079812912425,0.151144359708287
HYBRID,1152,79.9664353841873,49.9562653479355,80,50,0.196927446860259,0.151037828334914
HYBRID,1156,79.9827179785231,49.7535459626973,80,50,0.19590396496207,0.150942249605991
HYBRID,1160,79.9957720170526,49.9126316835479,80,50,0.194881484676282,0.150855780518461
HYBRID,1164,80.0124336418466,49.9902674152969,80,50,0.193895036373033,0.150802182637292
HYBRID,1168,80.0581712026662,50.1021912252745,80,50,0.193068668838184,0.150746387488763
HYBRID,1172,80.0599083168079,50.0365072725074,80,50,0.192049993318925,0.15072490692541
HYBRID,1176,80.048658966996,50.033286697205,80,50,0.190991466566916,0.150708987529187
HYBRID,1180,80.0363308554666,50.08746015832,80,50,0.189950848551522,0.150715935928332
HYBRID,1184,80.0441759009566,49.9380505275844,80,50,0.189027977465582,0.150736674521705
HYBRID,1188,80.0518634966022,50.0209851915588,80,50,0.188125374325989,0.150771891986917
HYBRID,1192,80.0613545512996,50.0159248944227,80,50,0.187250885808486,0.150813505856143
HYBRID,1196,80.0697584006705,49.9742409217103,80,50,0.186389358293625,0.150882109324882
HYBRID,1200,80.0864996211027,49.8831852517434,80,50,0.185583290409934,0.150960848541518
HYBRID,1204,80.0846684073566,49.9164902801334,80,50,0.184706404921753,0.151037227828323
HYBRID,1208,80.0565471434133,49.7852490153205,80,50,0.183723010354298,0.151126705759921
HYBRID,1212,80.077004870429,49.9053514634699,80,50,0.182975347415064,0.151206700785239
HYBRID,1216,80.0571385316269,49.9228362566282,80,50,0.182055352165092,0.151324367416003
HYBRID,1220,80.0558241816864,49.8998829121576,80,50,0.181231055980827,0.151426763238125
HYBRID,1224,80.0849664301701,50.0043670460958,80,50,0.180554903463846,0.15153205104155
HYBRID,1228,80.0634441712891,49.9554222014964,80,50,0.179661132991485,0.151646773655491
HYBRID,1232,80.0770268035269,50.0089126948446,80,50,0.178936186118515,0.151753045328718
HYBRID,1236,80.0894996695699,49.9478379224427,80,50,0.17821733843166,0.151852326883826
HYBRID,1240,80.097211424817,50.0346786059679,80,50,0.177489407974779,0.151966125797057
HYBRID,1244,80.1022591415386,49.9617999823127,80,50,0.176762515008092,0.152076706292024
HYBRID,1248,80.1096975021283,50.1334552599269,80,50,0.17605948593182,0.152169987972367
HYBRID,1252,80.1018099957566,49.8842768448166,80,50,0.175303343771076,0.152255716347143
HYBRID,1256,80.0961247274133,50.0699396886193,80,50,0.174770568678922,0.152316863303971
HYBRID,1260,80.0719628150388,50.1358011036429,80,50,0.173969693205526,0.152379769663125
HYBRID,1264,80.0692421026773,50.1812216594826,80,50,0.173276428848865,0.152446333915619
HYBRID,1268,80.0365790081844,49.8910621158467,80,50,0.172467093882598,0.152475827490687
HYBRID,1272,80.0531689299916,49.9865146771422,80,50,0.171882519189076,0.152497204076697
HYBRID,1276,80.0392462581258,49.9841633965537,80,50,0.171177938315131,0.15250906028148
HYBRID,1280,80.0368944993021,50.0997798641853,80,50,0.170532572835017,0.152501923740419
HYBRID,1284,80.0357303860498,50.14588927988,80,50,0.169900673064402,0.152478038279234
HYBRID,1288,80.0209146976047,50.1495883987681,80,50,0.169217966978623,0.152440297784287
HYBRID,1292,80.03808164784,49.9607951084561,80,50,0.168676126016045,0.152382116803508
HYBRID,1296,80.0282504027241,49.8991246763267,80,50,0.168025289835692,0.152321515467069
HYBRID,1300,80.0254705568537,49.9066997295135,80,50,0.167408391587383,0.152257980986011
HYBRID,1304,80.0262043073766,49.8171811917786,80,50,0.166809924296685,0.152174451355246
HYBRID,1308,80.0046348381515,49.9830513999469,80,50,0.166122605365285,0.152080231141919
HYBRID,1312,79.979912445219,49.9506070048209,80,50,0.165426849926677,0.152004454351599
HYBRID,1316,79.9645818389264,49.8297517457441,80,50,0.164775059339547,0.151915888560475
HYBRID,1320,79.9959526055632,49.9598335197338,80,50,0.164320432421359,0.151828377606385
HYBRID,1324,80.0178821828205,49.7450824476597,80,50,0.163832128635471,0.151741165805679
HYBRID,1328,80.0174737708454,49.623534880053,80,50,0.16325871015979,0.151645036469445
HYBRID,1332,80.0068842973413,49.8295321111172,80,50,0.162651177732397,0.151555965636409
HYBRID,1336,80.0368683244263,49.8031470286324,80,50,0.162216161691669,0.151471871757551
HYBRID,1340,80.0621921402336,49.811130472828,80,50,0.161769768291682,0.151392812393687
HYBRID,1344,80.0708912935176,49.9066332697885,80,50,0.161264299424799,0.151325547627952
HYBRID,1348,80.0899032521248,50.0680642184681,80,50,0.160808340936778,0.151263662464388
HYBRID,1352,80.0779930161955,49.8613960013957,80,50,0.16023640095751,0.151216917961433
HYBRID,1356,80.095698131739,49.9976142840534,80,50,0.159790526838663,0.151172554263197
HYBRID,1360,80.0749186226565,49.8525277837556,80,50,0.159198140557223,0.151138547419221
HYBRID,1364,80.076526364844,49.9501931614436,80,50,0.158701514540511,0.151108153199394
HYBRID,1368,80.0636571813719,50.1437257430632,80,50,0.158153315735387,0.15109120901065
HYBRID,1372,80.0840670563986,50.1494274824003,80,50,0.157741405162751,0.15107264939426
HYBRID,1376,80.0855570604103,50.084127156612,80,50,0.157259184188642,0.151078966645515
HYBRID,1380,80.0779488417917,49.9670473035906,80,50,0.156745419774497,0.151088763784878
HYBRID,1384,80.0831086904011,50.054117169267,80,50,0.15628548138423,0.151110038170151
HYBRID,1388,80.0884919050732,50.135732393696,80,50,0.15583011260314,0.151131962244991
HYBRID,1392,80.0890195470664,50.1403168661044,80,50,0.155359905100271,0.151169603262903
HYBRID,1396,80.0710595419518,49.920395127807,80,50,0.15482248272866,0.151215251502971
HYBRID,1400,80.0699871272978,49.8690092442812,80,50,0.154355548139113,0.151263906713761
